title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,16-11-2014 22:33,7,4,4,1,698,us,0,1.079,25.0,0,22.0,-38.0,180.0
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,15-11-2014 02:31,4,6,4,1,779,us,0,1.397,18.0,0,45.0,2.0,127.0
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,07-11-2014 03:33,2,6,4,1,671,us,0,3.557,13.0,0,53.19,-6.0,148.0
M 7.1 - Fiji region,7.1,01-11-2014 18:57,3,6,4,1,776,us,0,4.415,13.0,0,434.0,-20.0,-178.0
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,14-10-2014 03:51,8,6,2,1,982,us,0,1.078,18.0,0,40.0,13.0,-88.0
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,17-09-2014 06:14,5,5,4,1,724,us,0,0.46,11.0,0,130.0,14.0,144.0
"M 6.8 - 38 km NW of Aniso, Peru",6.8,24-08-2014 23:21,6,6,4,1,741,us,0,4.107,18.0,0,101.0,-15.0,-74.0
M 6.9 - Federated States of Micronesia region,6.9,03-08-2014 00:22,0,4,4,1,732,us,0,6.393,12.0,0,13.0,1.0,146.0
M 6.9 - Fiji region,6.9,21-07-2014 14:54,0,6,4,1,732,us,0,3.934,15.0,0,615.42,-20.0,-178.0
"M 6.5 - 139 km ESE of Namie, Japan",6.5,11-07-2014 19:22,5,4,4,1,706,us,0,2.421,9.0,0,20.0,37.0,142.0
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,07-07-2014 11:23,8,7,3,1,1079,us,0,0.263,51.0,0,53.0,15.0,-92.0
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,04-07-2014 15:00,0,4,4,1,650,us,0,2.124,15.0,0,20.0,-6.0,153.0
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,29-06-2014 17:15,0,5,4,1,691,us,0,6.713,45.0,0,18.0,-15.0,-176.0
M 6.9 - South Sandwich Islands region,6.9,29-06-2014 07:52,0,5,4,1,732,us,0,4.838,25.0,0,8.0,-55.0,-28.0
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,23-06-2014 20:53,6,8,4,1,963,us,0,0.133,22.0,0,109.0,52.0,179.0
"M 6.7 - Kermadec Islands, New Zealand",6.7,23-06-2014 20:06,0,5,4,0,691,us,0,0.748,43.0,2,26.59,-30.0,-178.0
"M 6.5 - Kermadec Islands, New Zealand",6.5,23-06-2014 19:21,0,5,4,0,650,us,0,0.778,30.0,2,10.0,-30.0,-178.0
"M 6.9 - Kermadec Islands, New Zealand",6.9,23-06-2014 19:19,0,5,4,1,732,us,0,0.751,35.0,0,20.0,-30.0,-178.0
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,24-05-2014 09:25,9,7,4,0,951,us,0,0.402,25.0,0,6.43,40.0,25.0
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,13-05-2014 06:35,7,5,4,1,694,us,0,3.121,33.0,0,10.0,7.0,-82.0
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,01-05-2014 06:36,0,5,4,1,670,us,0,3.34,10.0,0,106.0,-21.0,170.0
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,24-04-2014 03:10,4,6,4,1,838,us,0,0.0,0.0,0,10.0,50.0,-128.0
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,19-04-2014 13:28,0,6,4,1,865,us,0,3.82,16.0,0,43.37,-7.0,155.0
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,19-04-2014 01:04,0,6,4,1,670,us,0,3.803,11.0,0,29.0,-7.0,155.0
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,18-04-2014 14:27,8,7,2,1,1017,us,0,2.25,46.0,0,24.0,17.0,-101.0
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,13-04-2014 13:24,0,6,4,0,670,us,0,2.666,22.0,0,10.0,-11.0,162.0
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,13-04-2014 12:36,0,6,4,1,842,us,0,2.885,17.0,0,39.0,-11.0,162.0
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,12-04-2014 20:14,0,7,4,1,889,us,0,2.828,13.0,0,22.56,-11.0,162.0
"M 6.6 - 15 km N of Belén, Nicaragua",6.6,11-04-2014 20:29,6,5,4,1,677,us,0,0.761,20.0,0,135.0,12.0,-86.0
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,11-04-2014 08:16,0,6,4,1,650,us,0,3.787,16.0,0,20.0,-7.0,155.0
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,11-04-2014 07:07,0,7,4,1,776,us,0,3.729,21.0,0,60.53,-7.0,155.0
"M 7.7 - 53 km SW of Iquique, Chile",7.7,03-04-2014 02:43,8,9,2,1,1057,us,0,1.029,44.0,0,22.4,-21.0,-70.0
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,03-04-2014 01:58,7,7,4,0,670,us,0,0.828,82.0,0,24.07,-20.0,-71.0
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,01-04-2014 23:57,0,5,4,0,732,us,0,0.828,119.0,0,28.42,-20.0,-71.0
"M 8.2 - 93 km NW of Iquique, Chile",8.2,01-04-2014 23:46,9,8,2,1,1332,us,0,0.609,23.0,0,25.0,-20.0,-71.0
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,16-03-2014 21:16,7,7,4,1,718,us,0,1.008,44.0,0,20.0,-20.0,-71.0
"M 6.8 - 77 km WNW of Indianola, California",6.8,10-03-2014 05:18,5,5,4,1,1211,nc,112,0.6568,229.0,5,16.441,41.0,-125.0
"M 6.5 - 109 km NW of Nago, Japan",6.5,02-03-2014 20:11,4,5,4,1,668,us,0,1.001,17.0,0,119.0,27.0,127.0
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,18-02-2014 09:27,5,4,4,1,681,us,0,1.635,30.0,0,14.83,15.0,-59.0
"M 6.9 - 272 km ESE of Hotan, China",6.9,12-02-2014 09:19,3,8,2,0,733,us,0,7.496,18.0,0,10.0,36.0,83.0
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,07-02-2014 08:40,0,5,4,1,650,us,0,0.409,20.0,0,122.0,-15.0,167.0
M 6.5 - south of the Kermadec Islands,6.5,02-02-2014 09:26,0,3,4,1,650,us,0,3.651,22.0,0,44.26,-33.0,-178.0
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,01-01-2014 16:03,0,4,4,1,650,us,0,3.997,14.0,0,187.0,-14.0,167.0
M 6.5 - Fiji region,6.5,23-11-2013 07:48,3,4,4,0,651,us,0,5.194,22.0,0,371.0,-17.0,-177.0
M 7.7 - Scotia Sea,7.7,17-11-2013 09:04,1,8,4,1,912,us,0,8.05,23.0,0,10.0,-60.0,-46.0
M 6.9 - Scotia Sea,6.9,16-11-2013 03:34,0,5,4,1,732,us,0,8.284,17.0,0,9.97,-60.0,-47.0
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,31-10-2013 23:03,6,7,4,1,723,us,0,0.636,31.0,0,27.0,-30.0,-72.0
"M 7.1 - off the east coast of Honshu, Japan",7.1,25-10-2013 17:10,6,4,4,1,872,us,0,3.968,10.0,0,35.0,37.0,145.0
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,19-10-2013 17:54,8,5,4,1,692,us,0,1.98,44.0,0,9.45,26.0,-110.0
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,16-10-2013 10:30,0,6,4,1,711,us,0,5.79,9.0,0,35.0,-6.0,155.0
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,15-10-2013 00:12,9,8,3,1,1092,us,0,3.144,12.0,0,19.04,10.0,124.0
"M 6.6 - 36 km W of Kíssamos, Greece",6.6,12-10-2013 13:11,5,6,2,0,691,us,0,1.984,40.0,0,40.0,36.0,23.0
M 6.7 - Sea of Okhotsk,6.7,01-10-2013 03:38,0,3,4,0,691,us,0,2.958,11.0,0,573.0,53.0,153.0
"M 6.5 - Kermadec Islands, New Zealand",6.5,30-09-2013 05:55,0,4,4,1,650,us,0,1.709,21.0,0,41.54,-31.0,-178.0
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,28-09-2013 07:34,7,7,3,0,1005,us,0,7.359,17.0,0,12.0,27.0,66.0
"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,25-09-2013 16:42,8,7,4,1,843,us,0,4.446,17.0,0,40.0,-16.0,-75.0
"M 7.7 - 113 km NW of Bela, Pakistan",7.7,24-09-2013 11:29,5,8,1,0,2015,us,0,7.241,17.0,0,15.0,27.0,66.0
"M 6.5 - 81 km SSW of Atka, Alaska",6.5,04-09-2013 02:32,0,6,4,1,650,us,0,0.735,24.0,0,20.0,52.0,-175.0
"M 6.5 - Izu Islands, Japan region",6.5,04-09-2013 00:18,5,3,4,0,739,us,0,3.276,26.0,0,402.0,30.0,139.0
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,01-09-2013 11:52,4,5,4,0,668,us,0,3.097,11.0,0,112.0,-7.0,128.0
"M 7.0 - 101 km SW of Atka, Alaska",7.0,30-08-2013 16:25,5,6,4,0,758,us,0,0.624,53.0,0,29.0,52.0,-175.0
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,16-08-2013 02:31,9,7,2,1,690,us,0,0.0,0.0,0,8.2,-42.0,174.0
"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,13-08-2013 15:43,4,5,4,1,715,us,0,3.741,22.0,0,12.0,6.0,-78.0
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,21-07-2013 05:09,6,7,2,1,693,us,229,0.0,20.0,0,17.0,-42.0,174.0
M 7.3 - South Sandwich Islands region,7.3,15-07-2013 14:03,0,6,4,1,820,us,398,0.0,43.0,0,11.0,-61.0,-25.0
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,07-07-2013 20:30,4,6,4,0,674,us,139,0.0,14.0,0,56.0,-6.0,150.0
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,07-07-2013 18:35,0,4,4,1,820,us,117,0.0,24.0,0,385.5,-4.0,154.0
M 6.6 - northern Mid-Atlantic Ridge,6.6,24-06-2013 22:04,0,7,4,1,670,us,111,0.0,16.0,0,10.0,11.0,-43.0
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,15-06-2013 17:34,5,6,4,1,679,us,698,0.0,27.0,0,30.0,12.0,-87.0
"M 6.7 - south of Java, Indonesia",6.7,13-06-2013 16:47,5,4,4,0,710,us,515,0.0,24.0,0,9.0,-10.0,107.0
M 6.7 - Sea of Okhotsk,6.7,24-05-2013 14:56,0,3,4,1,691,us,217,0.0,25.2,3,624.0,52.0,151.0
M 8.3 - Sea of Okhotsk,8.3,24-05-2013 05:44,5,5,4,1,1115,us,385,0.0,10.0,0,598.1,55.0,153.0
"M 7.4 - 292 km SW of Vaini, Tonga",7.4,23-05-2013 17:19,0,6,4,1,842,us,626,0.0,16.0,0,173.7,-23.0,-177.0
"M 6.8 - Pagan region, Northern Mariana Islands",6.8,14-05-2013 00:32,0,3,4,0,711,us,131,0.0,18.0,0,602.2,19.0,145.0
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,23-04-2013 23:14,0,6,4,1,650,us,264,0.0,16.6,0,10.0,-4.0,152.0
"M 6.6 - 56 km WSW of Linqiong, China",6.6,20-04-2013 00:02,8,8,1,0,2083,us,548,0.0,12.6,0,14.0,30.0,103.0
"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,19-04-2013 03:05,5,7,4,1,804,us,770,0.0,10.1,0,110.0,46.0,151.0
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,16-04-2013 22:55,7,7,4,1,672,us,445,0.0,11.0,0,13.0,-3.0,143.0
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,16-04-2013 10:44,8,8,2,0,1421,us,506,0.0,26.6,0,80.0,28.0,62.0
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,14-04-2013 01:32,0,5,4,1,670,us,491,0.0,11.5,0,31.0,-6.0,155.0
"M 7.0 - 260 km WSW of Abepura, Indonesia",7.0,06-04-2013 04:42,3,7,4,1,755,us,640,0.0,11.4,0,66.0,-4.0,138.0
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,10-03-2013 22:51,0,6,4,1,650,us,317,0.0,14.2,0,28.0,-7.0,148.0
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,01-03-2013 13:20,3,6,4,0,651,us,480,0.0,20.7,0,29.0,51.0,157.0
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,28-02-2013 14:05,5,6,4,1,736,us,531,0.0,20.7,0,41.0,51.0,157.0
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,14-02-2013 13:13,0,7,4,1,670,us,697,0.0,15.3,0,11.0,68.0,143.0
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,09-02-2013 21:02,0,6,4,1,670,us,421,0.0,16.6,0,18.0,-11.0,166.0
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,09-02-2013 14:16,5,5,4,1,904,us,562,0.0,23.7,0,145.0,1.0,-77.0
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,08-02-2013 15:26,9,6,4,1,780,us,334,0.0,16.5,0,21.0,-11.0,166.0
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,08-02-2013 11:12,0,7,4,1,711,us,400,0.0,17.5,0,12.0,-11.0,166.0
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,07-02-2013 18:59,0,6,4,1,691,us,387,0.0,26.5,0,11.0,-11.0,166.0
"M 7.0 - 33 km NW of Lata, Solomon Islands",7.0,06-02-2013 01:54,0,6,4,0,754,us,445,0.0,17.5,0,8.8,-10.0,166.0
"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,06-02-2013 01:23,0,5,4,0,776,us,550,0.0,18.4,0,10.0,-11.0,165.0
"M 8.0 - 75 km W of Lata, Solomon Islands",8.0,06-02-2013 01:12,8,7,4,1,993,us,460,0.0,20.9,0,24.0,-11.0,165.0
"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,02-02-2013 14:17,6,7,2,0,814,us,686,0.0,28.0,0,107.0,43.0,143.0
"M 6.8 - 54 km N of Vallenar, Chile",6.8,30-01-2013 20:15,6,7,4,0,771,us,596,0.0,19.3,0,45.0,-28.0,-71.0
"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,05-01-2013 08:58,6,6,0,0,1425,ak,0,0.0,0.0,5,8.7,55.0,-135.0
"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,21-12-2012 22:28,0,4,0,0,691,us,521,0.0,13.7,0,200.7,-14.0,167.0
M 7.1 - Banda Sea,7.1,10-12-2012 16:53,5,5,0,0,843,us,517,0.0,8.7,0,155.0,-7.0,130.0
"M 7.3 - 234 km SE of ?funato, Japan",7.3,07-12-2012 08:18,6,5,0,0,1014,us,918,0.0,14.8,0,31.0,38.0,144.0
"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,11-11-2012 22:14,4,5,0,0,708,us,598,0.0,57.3,0,20.0,14.0,-92.0
"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,11-11-2012 01:12,7,6,0,0,795,us,391,0.0,13.7,0,13.7,23.0,96.0
"M 7.4 - 33 km S of Champerico, Guatemala",7.4,07-11-2012 16:35,8,7,2,0,1455,us,751,0.0,25.5,0,24.0,14.0,-92.0
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,28-10-2012 03:04,8,7,0,0,1726,us,807,0.0,42.7,0,14.0,53.0,-132.0
M 6.5 - Costa Rica,6.5,24-10-2012 00:45,6,6,0,0,745,us,691,0.0,34.4,0,17.0,10.0,-85.0
"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,12-10-2012 00:31,3,5,0,0,675,us,291,0.0,17.7,0,13.0,-5.0,134.0
"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,30-09-2012 16:31,7,6,0,0,1221,us,934,0.0,15.5,0,170.0,2.0,-76.0
"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,05-09-2012 14:42,8,7,0,0,1555,us,703,0.0,34.3,0,35.0,10.0,-85.0
"M 7.6 - 89 km E of Sulangan, Philippines",7.6,31-08-2012 12:47,8,5,0,0,1115,us,682,0.0,10.2,0,28.0,11.0,127.0
"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,27-08-2012 04:37,5,5,0,0,994,us,417,0.0,37.0,0,28.0,12.0,-89.0
"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,26-08-2012 15:05,4,5,0,0,678,us,497,0.0,14.6,0,91.1,2.0,127.0
"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,14-08-2012 02:59,7,4,0,0,941,us,862,0.0,13.8,0,583.2,50.0,145.0
"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,28-07-2012 20:03,5,6,0,0,653,us,576,0.0,11.7,0,41.0,-5.0,153.0
"M 6.6 - 76 km W of Neiafu, Tonga",6.6,28-04-2012 10:08,4,5,0,0,675,us,529,0.0,15.7,0,134.7,-19.0,-175.0
"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,21-04-2012 01:16,0,7,0,0,691,us,370,0.0,15.4,0,16.0,-2.0,134.0
"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,17-04-2012 07:13,6,5,0,0,732,us,597,0.0,12.6,0,198.0,-5.0,147.0
"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,17-04-2012 03:50,0,7,0,0,691,us,518,0.0,26.9,0,29.0,-33.0,-71.0
"M 7.0 - 69 km ENE of San Luis, Mexico",7.0,12-04-2012 07:15,7,7,0,0,1000,us,474,0.0,95.9,0,13.0,29.0,-113.0
"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,11-04-2012 22:55,7,6,0,0,1171,us,599,0.0,54.1,3,20.0,18.0,-103.0
M 8.2 - off the west coast of northern Sumatra,8.2,11-04-2012 10:43,9,6,4,0,1213,us,341,0.0,14.9,2,25.1,1.0,92.0
M 8.6 - off the west coast of northern Sumatra,8.6,11-04-2012 08:38,9,7,2,0,2048,official,499,0.0,16.6,5,20.0,2.0,93.0
"M 7.1 - 23 km NE of Constitución, Chile",7.1,25-03-2012 22:37,7,7,0,0,1496,us,553,0.0,15.2,0,40.7,-35.0,-72.0
"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,21-03-2012 22:15,6,6,0,0,709,us,640,0.0,10.1,0,118.0,-6.0,146.0
"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,20-03-2012 18:02,9,8,0,0,1752,us,672,0.0,37.9,0,20.0,16.0,-98.0
"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,26-02-2012 06:17,7,7,0,0,833,us,596,0.0,13.4,0,12.0,52.0,96.0
"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,06-02-2012 03:49,9,7,0,0,1551,us,572,0.0,11.1,0,11.0,10.0,123.0
"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,02-02-2012 13:34,5,5,0,0,793,us,573,0.0,12.0,0,23.0,-18.0,167.0
M 7.2 - off the west coast of northern Sumatra,7.2,10-01-2012 18:36,4,4,0,0,838,us,443,0.0,17.0,0,19.0,2.0,93.0
"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,27-12-2011 15:21,0,7,0,0,670,us,545,0.0,17.6,0,15.0,52.0,96.0
"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,14-12-2011 05:04,6,6,0,0,834,us,485,0.0,10.6,0,135.0,-8.0,147.0
"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,11-12-2011 01:47,8,7,0,0,1400,us,578,0.0,38.6,0,59.0,18.0,-100.0
"M 6.9 - 39 km SW of Santiago, Peru",6.9,28-10-2011 18:54,6,7,0,0,847,us,474,0.0,46.5,0,24.0,-14.0,-76.0
"M 7.1 - 27 km NNE of Van, Turkey",7.1,23-10-2011 10:41,9,9,0,0,1096,us,693,0.0,19.7,0,18.0,39.0,44.0
"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,14-10-2011 03:35,3,6,0,0,655,us,423,0.0,12.6,0,37.0,-7.0,148.0
"M 6.9 - 43 km NW of Mangan, India",6.9,18-09-2011 12:40,8,8,0,0,1562,us,383,0.0,13.0,0,50.0,28.0,88.0
"M 6.7 - 99 km NE of Miyako, Japan",6.7,16-09-2011 19:26,5,5,0,0,712,us,667,0.0,10.9,2,30.0,40.0,143.0
"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,05-09-2011 17:55,5,6,0,0,915,us,447,0.0,15.3,0,91.0,3.0,98.0
"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,03-09-2011 22:55,7,5,0,0,761,us,406,0.0,15.3,0,185.1,-21.0,170.0
"M 7.0 - 64 km ESE of Contamana, Peru",7.0,24-08-2011 17:46,6,6,0,0,913,us,471,0.0,26.9,0,147.0,-8.0,-75.0
"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,20-08-2011 18:19,5,6,0,0,787,us,564,0.0,12.3,0,28.0,-18.0,168.0
"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,20-08-2011 17:13,0,5,0,0,650,us,322,0.0,15.0,2,35.0,-18.0,168.0
"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,20-08-2011 16:55,8,6,0,0,813,us,280,0.0,18.4,0,32.0,-18.0,168.0
"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,31-07-2011 23:38,3,6,0,0,674,us,229,0.0,16.6,0,10.0,-4.0,145.0
M 7.6 - Kermadec Islands region,7.6,06-07-2011 19:03,3,7,0,0,893,us,567,0.0,33.5,0,17.0,-30.0,-176.0
"M 6.7 - 41 km NNE of Miyako, Japan",6.7,22-06-2011 21:50,6,6,0,0,749,us,592,0.0,24.9,0,33.0,40.0,142.0
"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,10-05-2011 08:55,4,5,0,0,734,us,519,0.0,12.5,0,11.0,-20.0,168.0
"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,23-04-2011 04:16,5,6,0,0,719,us,445,0.0,13.0,0,79.0,-10.0,161.0
"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,11-04-2011 08:16,7,7,0,0,822,us,586,0.0,10.1,0,11.0,37.0,140.0
"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,07-04-2011 14:32,8,8,0,0,1114,us,446,0.0,17.7,0,42.0,38.0,142.0
"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,07-04-2011 13:11,7,6,0,0,897,us,518,0.0,37.2,0,166.2,17.0,-94.0
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,24-03-2011 13:55,7,9,0,0,1154,us,335,0.0,18.2,0,8.0,21.0,100.0
"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,11-03-2011 11:36,6,5,0,0,673,us,668,0.0,9.5,6,25.7,39.0,142.0
"M 6.5 - 81 km NE of Hasaki, Japan",6.5,11-03-2011 08:19,0,4,0,0,650,us,369,0.0,18.7,7,6.8,36.0,142.0
"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,11-03-2011 06:25,7,4,0,0,931,us,507,0.0,10.8,2,18.6,38.0,145.0
"M 7.9 - 47 km E of ?arai, Japan",7.9,11-03-2011 06:15,8,7,0,0,1140,us,163,0.0,48.4,2,42.6,36.0,141.0
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,11-03-2011 05:46,9,8,0,0,2184,official,541,0.0,9.5,0,29.0,38.0,142.0
"M 7.3 - 120 km SE of ?funato, Japan",7.3,09-03-2011 02:45,5,5,0,0,972,us,550,0.0,17.4,0,32.0,38.0,143.0
"M 6.7 - 38 km W of Constitución, Chile",6.7,14-02-2011 03:40,5,6,0,0,731,us,358,0.0,33.9,0,21.0,-35.0,-73.0
"M 6.9 - 21 km N of Tomé, Chile",6.9,11-02-2011 20:05,7,7,0,0,988,us,382,0.0,34.7,0,26.0,-36.0,-73.0
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,18-01-2011 20:23,7,7,0,0,1449,us,372,0.0,25.3,0,68.0,29.0,64.0
"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,13-01-2011 16:16,2,5,0,0,755,us,578,0.0,13.3,0,9.0,-21.0,168.0
"M 7.2 - 42 km NNW of Carahue, Chile",7.2,02-01-2011 20:20,8,7,0,0,1054,us,397,0.0,30.1,0,24.0,-38.0,-73.0
"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,25-12-2010 13:16,0,5,0,0,820,us,409,0.0,12.0,2,16.0,-20.0,168.0
"M 6.7 - 111 km SE of Bam, Iran",6.7,20-12-2010 18:41,3,7,0,0,708,us,279,0.0,24.3,2,12.0,28.0,59.0
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,02-12-2010 03:12,0,6,0,0,670,us,306,0.0,18.5,3,33.0,-6.0,150.0
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,25-10-2010 14:42,4,7,0,0,946,us,379,0.0,23.0,2,20.1,-3.0,100.0
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,21-10-2010 17:53,5,5,0,0,776,us,352,0.0,50.3,2,13.0,25.0,-109.0
"M 7.0 - Near the south coast of Papua, Indonesia",7.0,29-09-2010 17:11,8,5,0,0,772,us,271,0.0,15.1,2,26.0,-5.0,134.0
"M 7.0 - 19 km NE of Methven, New Zealand",7.0,03-09-2010 16:35,8,8,0,0,1245,us,365,0.0,15.8,2,12.0,-44.0,172.0
M 7.1 - Ecuador,7.1,12-08-2010 11:54,6,5,0,0,945,us,672,0.0,12.4,2,206.7,-1.0,-77.0
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,10-08-2010 05:23,7,7,0,0,850,us,405,0.0,20.2,2,25.0,-18.0,168.0
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,04-08-2010 22:01,4,6,0,0,757,us,396,0.0,12.7,0,44.0,-6.0,151.0
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,04-08-2010 07:15,5,4,0,0,659,us,403,0.0,11.1,2,220.0,-5.0,147.0
"M 7.6 - 61 km W of Bantogon, Philippines",7.6,23-07-2010 22:51,5,3,0,0,902,us,340,0.0,15.1,2,578.0,6.0,123.0
"M 7.3 - New Britain region, Papua New Guinea",7.3,18-07-2010 13:34,8,7,0,0,831,us,397,0.0,18.2,2,35.0,-6.0,151.0
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,18-07-2010 13:04,4,7,0,0,737,us,456,0.0,15.7,2,28.0,-6.0,150.0
"M 6.6 - 30 km SSE of Cañete, Chile",6.6,14-07-2010 08:32,6,7,0,0,753,us,295,0.0,52.8,2,22.0,-38.0,-73.0
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,26-06-2010 05:30,5,6,0,0,696,us,392,0.0,18.7,2,35.0,-11.0,161.0
"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,16-06-2010 03:58,0,7,0,0,670,us,309,0.0,25.0,2,10.5,-2.0,136.0
