title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude
"M 6.6 - 199 km ESE of Tadine, New Caledonia",6.6,05-12-2018 06:43,0,4,4,1,670,us,0,2.679,31.0,0,10.0,-22.0,170.0
"M 7.5 - 166 km ESE of Tadine, New Caledonia",7.5,05-12-2018 04:18,3,6,4,1,871,us,0,2.405,18.0,0,10.0,-22.0,169.0
"M 7.1 - 1 km SE of Point MacKenzie, Alaska",7.1,30-11-2018 17:29,8,8,3,1,1790,ak,0,0.0,0.0,5,46.7,61.0,-150.0
"M 6.8 - 187 km E of Levuka, Fiji",6.8,18-11-2018 20:25,0,3,4,1,711,us,0,2.879,39.0,0,540.0,-18.0,-179.0
"M 6.7 - 120 km NW of Olonkinbyen, Svalbard and Jan Mayen",6.7,09-11-2018 01:49,3,4,4,1,693,us,0,7.853,19.0,0,10.0,72.0,-11.0
"M 6.8 - 32 km SW of Lithakiá, Greece",6.8,25-10-2018 22:54,8,7,2,0,954,us,0,2.268,15.0,0,14.0,38.0,21.0
"M 6.5 - 237 km SW of Port McNeill, Canada",6.5,22-10-2018 06:22,2,4,4,0,655,us,0,1.692,68.0,0,10.0,49.0,-130.0
"M 6.8 - 210 km SW of Port McNeill, Canada",6.8,22-10-2018 06:16,4,4,4,1,776,us,0,1.505,36.0,0,10.0,49.0,-129.0
"M 6.5 - 223 km SW of Port McNeill, Canada",6.5,22-10-2018 05:39,3,4,4,1,669,us,0,1.611,63.0,0,10.0,49.0,-129.0
"M 6.5 - 171 km E of Tadine, New Caledonia",6.5,16-10-2018 01:03,0,4,4,1,650,us,0,2.109,22.0,0,17.0,-22.0,170.0
"M 6.7 - 269 km WNW of Ozernovskiy, Russia",6.7,13-10-2018 11:10,0,3,4,1,691,us,0,2.705,17.0,0,461.0,53.0,153.0
"M 6.5 - 154 km S of Severo-Kuril’sk, Russia",6.5,10-10-2018 23:16,0,4,4,1,650,us,0,3.923,14.0,0,20.0,49.0,156.0
"M 7.0 - 119 km E of Kimbe, Papua New Guinea",7.0,10-10-2018 20:48,6,6,4,1,758,us,0,1.778,18.0,0,39.0,-6.0,151.0
"M 6.7 - 279 km E of Levuka, Fiji",6.7,30-09-2018 10:52,2,3,4,1,691,us,0,3.745,23.0,0,550.0,-18.0,-178.0
"M 7.5 - 72 km N of Palu, Indonesia",7.5,28-09-2018 10:02,8,8,1,0,2026,us,0,1.649,13.0,0,20.0,-0.0,120.0
M 6.5 - south of the Fiji Islands,6.5,16-09-2018 21:11,4,1,4,0,651,us,0,5.139,18.0,0,576.0,-25.0,178.0
M 6.9 - Kermadec Islands region,6.9,10-09-2018 04:19,3,4,4,0,735,us,0,2.785,18.0,0,115.0,-32.0,-179.0
"M 6.5 - 66 km NW of Kirakira, Solomon Islands",6.5,09-09-2018 19:31,3,6,4,1,651,us,0,1.638,25.0,0,68.0,-10.0,162.0
"M 7.9 - 45 km S of Levuka, Fiji",7.9,06-09-2018 15:49,7,4,4,1,979,us,0,1.431,12.0,0,670.81,-18.0,179.0
"M 6.6 - 27 km ESE of Chitose, Japan",6.6,05-09-2018 18:07,8,9,3,1,1075,us,0,1.13,32.0,0,35.0,43.0,142.0
"M 7.1 - 238 km ESE of Tadine, New Caledonia",7.1,29-08-2018 03:51,2,5,4,1,776,us,0,2.548,23.0,0,21.43,-22.0,170.0
"M 7.1 - 136 km W of Iñapari, Peru",7.1,24-08-2018 09:04,0,3,4,0,776,us,0,3.77,12.0,0,630.0,-11.0,-71.0
"M 6.5 - 78 km E of Lakatoro, Vanuatu",6.5,21-08-2018 22:32,6,7,4,1,652,us,0,4.797,10.0,0,9.0,-16.0,168.0
"M 7.3 - 40 km ENE of Carúpano, Venezuela",7.3,21-08-2018 21:31,8,6,2,1,1570,us,0,1.822,15.0,0,146.82,11.0,-63.0
"M 6.9 - 20 km NNW of Labuan Lombok, Indonesia",6.9,19-08-2018 14:56,7,7,4,0,1206,us,0,2.453,31.0,0,21.0,-8.0,117.0
"M 8.2 - 267 km E of Levuka, Fiji",8.2,19-08-2018 00:19,5,4,4,1,1050,us,0,3.63,13.0,0,600.0,-18.0,-178.0
"M 6.5 - 124 km N of Labuan Bajo, Indonesia",6.5,17-08-2018 15:35,5,3,4,0,743,us,0,2.719,23.0,0,529.0,-7.0,120.0
"M 6.5 - 108 km WSW of Adak, Alaska",6.5,15-08-2018 21:56,6,6,4,1,655,us,0,0.576,22.0,0,33.93,51.0,-178.0
"M 6.9 - 36 km NW of Labuan Lombok, Indonesia",6.9,05-08-2018 11:46,9,8,3,0,1704,us,0,2.271,15.0,0,34.0,-8.0,116.0
"M 6.9 - 18 km SSW of Leilani Estates, Hawaii",6.9,04-05-2018 22:32,7,8,2,1,1392,hv,63,0.11,210.0,5,5.81,19.0,-155.0
"M 6.8 - 38 km SE of Boyuibe, Bolivia",6.8,02-04-2018 13:40,5,3,4,0,733,us,0,5.32,16.0,0,559.0,-21.0,-63.0
"M 6.9 - 150 km E of Kimbe, Papua New Guinea",6.9,29-03-2018 21:25,9,6,4,1,741,us,0,1.487,18.0,0,35.0,-6.0,152.0
"M 6.7 - 140 km E of Kimbe, Papua New Guinea",6.7,26-03-2018 09:51,5,6,4,1,696,us,0,1.507,15.0,0,40.0,-6.0,151.0
"M 6.8 - 103 km E of Kokopo, Papua New Guinea",6.8,08-03-2018 17:39,6,6,4,1,719,us,0,1.049,16.0,0,22.86,-4.0,153.0
"M 6.7 - 62 km SW of Tari, Papua New Guinea",6.7,06-03-2018 14:13,8,7,4,1,697,us,0,5.457,19.0,0,20.49,-6.0,143.0
"M 7.5 - 32 km SW of Tari, Papua New Guinea",7.5,25-02-2018 17:44,9,8,2,1,943,us,0,5.48,17.0,0,25.21,-6.0,143.0
"M 7.2 - 4 km S of Pinotepa de Don Luis, Mexico",7.2,16-02-2018 23:39,7,7,2,1,1384,us,0,0.142,82.0,0,22.0,16.0,-98.0
"M 7.9 - 261 km SE of Chiniak, Alaska",7.9,23-01-2018 09:31,9,4,4,1,1870,us,0,2.585,30.0,0,14.06,56.0,-149.0
"M 7.1 - 37 km W of Atiquipa, Peru",7.1,14-01-2018 09:18,9,7,4,1,1075,us,0,4.29,23.0,0,39.0,-16.0,-75.0
"M 7.5 - 203 km NNE of Barra Patuca, Honduras",7.5,10-01-2018 02:51,8,5,4,1,1623,us,0,4.581,12.0,0,19.0,17.0,-84.0
"M 6.5 - 12 km SSW of Kawalu, Indonesia",6.5,15-12-2017 16:47,8,7,4,0,998,us,0,2.365,28.0,0,90.0,-7.0,108.0
M 6.5 - Bouvet Island region,6.5,13-12-2017 18:03,1,5,4,1,651,us,0,17.654,23.0,0,17.0,-54.0,2.0
"M 7.0 - 85 km ENE of Tadine, New Caledonia",7.0,19-11-2017 22:43,4,6,4,1,771,us,0,0.617,14.0,0,10.0,-21.0,169.0
"M 6.6 - 74 km E of Tadine, New Caledonia",6.6,19-11-2017 15:09,4,5,4,1,676,us,0,0.529,21.0,0,13.0,-22.0,169.0
"M 6.5 - 18 km W of Parrita, Costa Rica",6.5,13-11-2017 02:28,8,8,2,1,1153,us,0,0.225,37.0,0,19.36,10.0,-84.0
"M 7.3 - 29 km S of ?alabja, Iraq",7.3,12-11-2017 18:18,8,9,1,0,2790,us,0,0.284,33.0,0,19.0,35.0,46.0
"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.5,07-11-2017 21:26,6,5,4,1,661,us,0,4.449,10.0,0,110.57,-4.0,143.0
"M 6.8 - 97 km NE of Hihifo, Tonga",6.8,04-11-2017 09:00,5,5,4,1,727,us,0,4.852,21.0,0,10.0,-15.0,-173.0
"M 6.6 - 101 km E of Tadine, New Caledonia",6.6,01-11-2017 02:23,3,5,4,1,674,us,0,0.788,29.0,0,22.0,-22.0,169.0
"M 6.7 - 132 km E of Tadine, New Caledonia",6.7,31-10-2017 00:42,3,4,4,1,691,us,0,1.062,55.0,0,24.0,-22.0,169.0
"M 6.7 - 181 km NNE of Maumere, Indonesia",6.7,24-10-2017 10:47,3,3,4,0,694,us,0,1.634,16.0,0,553.81,-7.0,123.0
"M 6.5 - 247 km ESE of Attu Station, Alaska",6.5,08-10-2017 22:34,3,5,4,1,651,us,0,1.154,11.0,0,119.0,52.0,177.0
"M 7.1 - 1 km S of Matzaco, Mexico",7.1,19-09-2017 18:14,9,8,0,0,1686,us,0,0.984,23.0,0,48.0,19.0,-98.0
"M 8.2 - near the coast of Chiapas, Mexico",8.2,08-09-2017 04:49,9,7,1,1,2910,us,0,0.944,22.0,0,47.39,15.0,-94.0
"M 6.5 - 168 km SW of Mawu, China",6.5,08-08-2017 13:19,5,7,2,0,707,us,0,11.411,22.0,0,9.0,33.0,104.0
"M 6.6 - 11 km ENE of Kos, Greece",6.6,20-07-2017 22:31,7,7,2,0,1064,us,0,0.913,16.0,0,7.0,37.0,27.0
"M 7.7 - Komandorskiye Ostrova, Russia region",7.7,17-07-2017 23:34,8,7,4,1,918,us,0,3.564,13.0,0,10.0,54.0,169.0
"M 6.6 - Auckland Islands, New Zealand region",6.6,11-07-2017 07:00,5,4,4,1,704,us,0,3.773,37.0,0,10.0,-49.0,164.0
"M 6.5 - 2 km S of Lim-oo, Philippines",6.5,06-07-2017 08:03,9,8,2,1,740,us,0,4.139,30.0,0,9.0,11.0,125.0
"M 6.8 - 28 km SW of Puerto San José, Guatemala",6.8,22-06-2017 12:31,6,6,2,1,1034,us,0,1.065,38.0,0,38.12,14.0,-91.0
"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.9,14-06-2017 07:29,8,6,2,1,1188,us,0,0.247,35.0,0,93.0,15.0,-92.0
"M 6.8 - 200 km NW of Attu Station, Alaska",6.8,02-06-2017 22:24,0,4,4,1,711,us,0,2.308,12.0,0,5.0,54.0,171.0
"M 6.6 - 37 km WNW of Poso, Indonesia",6.6,29-05-2017 14:35,7,7,4,0,678,us,0,2.353,18.0,0,12.0,-1.0,120.0
M 6.5 - South Sandwich Islands region,6.5,10-05-2017 23:23,0,4,4,1,650,us,0,6.489,17.0,0,15.0,-56.0,-26.0
"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.8,09-05-2017 13:52,6,5,4,1,713,us,0,7.495,19.0,0,169.0,-15.0,167.0
"M 6.9 - 31 km SW of Burias, Philippines",6.9,28-04-2017 20:23,9,6,4,1,814,us,0,1.636,14.0,0,26.0,6.0,125.0
"M 6.9 - 40 km W of Valparaíso, Chile",6.9,24-04-2017 21:38,9,7,2,1,1642,us,0,0.356,39.0,0,28.0,-33.0,-72.0
"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,03-04-2017 17:40,7,8,4,0,1297,us,0,2.36,15.0,0,29.0,-23.0,25.0
"M 6.6 - 81 km NNE of Ust’-Kamchatsk Staryy, Russia",6.6,29-03-2017 04:09,6,7,2,1,671,us,0,4.591,14.0,0,17.0,57.0,163.0
M 6.9 - south of the Fiji Islands,6.9,24-02-2017 17:28,2,3,4,1,733,us,0,6.012,19.0,0,414.5,-23.0,-179.0
"M 6.5 - 41 km E of Padilla, Bolivia",6.5,21-02-2017 14:09,3,3,4,0,653,us,0,4.242,14.0,0,595.98,-19.0,-64.0
"M 6.5 - 11 km N of Mabua, Philippines",6.5,10-02-2017 14:03,8,7,2,1,718,us,0,2.822,36.0,0,15.0,10.0,125.0
"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,22-01-2017 04:30,9,7,2,1,987,us,0,3.625,9.0,0,135.0,-6.0,155.0
"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,19-01-2017 23:04,6,6,4,1,654,us,0,1.64,21.0,0,36.0,-10.0,161.0
"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,10-01-2017 06:13,6,3,4,1,849,us,0,3.813,18.0,0,627.17,4.0,123.0
"M 6.9 - 225 km SW of Nadi, Fiji",6.9,03-01-2017 21:52,6,4,4,1,742,us,0,2.495,13.0,0,12.0,-19.0,176.0
"M 7.6 - 41 km SW of Quellón, Chile",7.6,25-12-2016 14:22,9,8,2,1,1152,us,0,0.355,29.0,0,38.0,-43.0,-74.0
"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,21-12-2016 00:17,5,5,4,0,726,us,0,3.38,17.0,0,152.0,-8.0,128.0
"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,17-12-2016 10:51,9,7,2,1,972,us,0,1.389,13.0,0,94.54,-5.0,154.0
"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,09-12-2016 19:10,8,6,4,1,737,us,0,1.747,26.0,0,19.73,-11.0,161.0
"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,08-12-2016 21:56,0,5,4,0,650,us,0,1.937,18.0,0,12.26,-11.0,161.0
"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,08-12-2016 17:38,9,8,4,1,961,us,0,1.836,13.0,0,40.0,-11.0,161.0
"M 6.6 - 164 km W of Ferndale, California",6.6,08-12-2016 14:49,5,4,4,1,1120,us,0,1.405,55.0,0,8.45,40.0,-126.0
"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,06-12-2016 22:03,9,8,2,0,731,us,0,0.778,27.0,0,13.0,5.0,96.0
"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,25-11-2016 14:24,8,7,4,0,693,us,0,1.697,20.0,0,17.0,39.0,74.0
"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,24-11-2016 18:43,5,4,4,1,855,us,0,1.796,20.0,0,10.0,12.0,-89.0
"M 6.9 - 35 km ESE of Namie, Japan",6.9,21-11-2016 20:59,9,6,4,1,1144,us,0,0.671,10.0,0,9.0,37.0,141.0
"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,14-11-2016 00:34,7,7,2,1,664,us,0,0.283,56.0,0,9.0,-43.0,173.0
"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,13-11-2016 11:32,6,7,2,1,656,us,0,0.135,58.0,0,10.0,-42.0,174.0
"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,13-11-2016 11:02,9,9,3,1,1545,us,0,0.481,21.0,0,15.11,-43.0,173.0
"M 6.6 - 5 km ESE of Preci, Italy",6.6,30-10-2016 06:40,9,8,1,0,2840,us,0,0.174,25.0,0,8.0,43.0,13.0
"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,19-10-2016 00:26,3,3,4,0,677,us,0,2.022,16.0,0,614.0,-5.0,108.0
"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,17-10-2016 06:14,3,6,4,1,716,us,0,3.727,11.0,0,42.0,-6.0,149.0
M 6.9 - Fiji region,6.9,24-09-2016 21:28,2,3,4,1,733,us,0,4.051,9.0,0,596.4,-20.0,-178.0
"M 7.0 - 175 km NE of Gisborne, New Zealand",7.0,01-09-2016 16:37,5,6,4,1,897,us,0,0.698,21.0,0,19.0,-37.0,179.0
"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,31-08-2016 03:11,4,3,4,1,713,us,0,0.803,12.0,0,476.0,-4.0,153.0
"M 6.8 - 26 km W of Chauk, Myanmar",6.8,24-08-2016 10:34,6,6,2,0,981,us,0,1.802,17.0,0,82.0,21.0,95.0
M 7.2 - southeast of the Loyalty Islands,7.2,12-08-2016 01:26,6,5,4,1,799,us,0,4.823,14.0,0,16.37,-22.0,173.0
"M 7.7 - Pagan region, Northern Mariana Islands",7.7,29-07-2016 21:18,5,6,4,1,971,us,0,3.294,14.0,0,196.0,19.0,146.0
"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,01-06-2016 22:56,4,6,4,0,671,us,0,2.435,16.0,0,50.0,-2.0,101.0
M 7.2 - South Sandwich Islands region,7.2,28-05-2016 09:46,1,6,4,1,798,us,0,5.803,24.0,0,78.0,-56.0,-27.0
M 6.9 - ,6.9,28-05-2016 05:38,3,3,4,1,733,us,0,5.485,19.0,0,405.69,-22.0,-178.0
"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,18-05-2016 16:46,8,7,4,1,780,us,0,1.192,17.0,0,29.95,0.0,-80.0
"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,18-05-2016 07:57,5,7,4,1,744,us,0,1.352,21.0,0,16.0,0.0,-80.0
"M 7.0 - 3 km NW of Norsup, Vanuatu",7.0,28-04-2016 19:33,7,7,4,1,755,us,0,0.616,14.0,0,24.0,-16.0,167.0
"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,16-04-2016 23:58,9,9,3,1,1163,us,0,1.44,15.0,0,20.59,0.0,-80.0
"M 7.0 - 6 km ESE of Kumamoto, Japan",7.0,15-04-2016 16:25,9,9,1,1,2074,us,0,0.349,32.0,0,10.0,33.0,131.0
"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,13-04-2016 13:55,6,6,2,0,903,us,0,3.001,14.0,0,136.0,23.0,95.0
"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,10-04-2016 10:28,6,4,4,0,738,us,0,0.789,17.0,0,212.0,36.0,71.0
"M 6.7 - 104 km W of Sola, Vanuatu",6.7,07-04-2016 03:32,7,5,4,1,692,us,0,6.787,25.0,0,27.59,-14.0,167.0
"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,06-04-2016 06:58,7,6,4,1,691,us,0,6.697,19.0,0,24.0,-14.0,167.0
"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,03-04-2016 08:23,7,6,4,1,734,us,0,1.166,25.0,0,26.0,-14.0,167.0
"M 7.8 - southwest of Sumatra, Indonesia",7.8,02-03-2016 12:49,4,3,4,0,948,us,0,7.009,20.0,0,24.0,-5.0,94.0
"M 7.2 - 80 km S of Mil’kovo, Russia",7.2,30-01-2016 03:25,3,7,4,1,799,us,0,0.958,17.0,0,177.0,54.0,159.0
"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,24-01-2016 10:30,7,7,4,1,1496,ak,0,0.0,0.0,5,125.6,60.0,-153.0
"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,21-01-2016 18:06,3,4,4,1,673,us,0,2.413,74.0,0,10.0,19.0,-107.0
"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,14-01-2016 03:25,5,6,4,1,717,us,0,0.281,22.0,0,46.0,42.0,143.0
"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,11-01-2016 16:38,3,6,4,1,651,us,0,3.144,22.0,0,13.0,4.0,127.0
"M 6.7 - 29 km W of Imph?l, India",6.7,03-01-2016 23:05,8,7,3,0,1515,us,0,1.794,16.0,0,55.0,25.0,94.0
"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.6,17-12-2015 19:49,8,6,4,1,765,us,0,0.41,35.0,0,85.0,16.0,-94.0
"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,09-12-2015 10:21,8,5,4,0,738,us,0,2.979,14.0,0,21.0,-4.0,130.0
"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,07-12-2015 07:50,4,7,4,0,827,us,0,1.116,18.0,0,22.0,38.0,73.0
"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.7,26-11-2015 05:45,2,3,4,0,691,us,0,2.033,19.0,0,602.75,-9.0,-71.0
"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,24-11-2015 22:50,5,4,4,0,896,us,0,2.852,10.0,0,620.56,-10.0,-71.0
"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,24-11-2015 22:45,6,5,4,1,957,us,0,3.287,10.0,0,606.21,-11.0,-71.0
"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,18-11-2015 18:31,5,6,4,1,715,us,0,1.599,19.0,0,12.59,-9.0,158.0
"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,17-11-2015 07:10,7,7,3,0,1018,us,0,0.0,0.0,0,11.0,39.0,21.0
"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,13-11-2015 20:51,5,4,4,0,702,us,0,1.444,17.0,0,12.0,31.0,129.0
"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,11-11-2015 02:46,5,6,4,0,744,us,0,0.821,43.0,0,10.0,-30.0,-72.0
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,11-11-2015 01:54,6,6,4,1,761,us,0,0.784,32.0,0,12.0,-30.0,-72.0
"M 6.6 - Nicobar Islands, India region",6.6,08-11-2015 16:47,7,4,4,0,675,us,0,2.792,31.0,0,10.0,7.0,95.0
"M 6.8 - 39 km SW of Ovalle, Chile",6.8,07-11-2015 07:31,7,7,4,1,841,us,0,0.258,41.0,0,46.0,-31.0,-71.0
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,04-11-2015 03:44,5,7,4,0,657,us,0,1.53,21.0,0,20.0,-8.0,125.0
"M 7.5 - Hindu Kush region, Afghanistan",7.5,26-10-2015 09:09,8,7,3,0,1448,us,0,0.622,18.0,0,231.0,37.0,70.0
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,20-10-2015 21:52,6,6,4,1,780,us,0,0.592,11.0,0,135.0,-15.0,167.0
"M 6.6 - 28 km N of Sorong, Indonesia",6.6,24-09-2015 15:53,7,7,4,0,671,us,0,2.486,13.0,0,18.0,-1.0,131.0
"M 6.6 - 22 km WSW of Illapel, Chile",6.6,21-09-2015 17:40,5,7,4,1,820,us,0,1.064,14.0,0,35.0,-32.0,-71.0
"M 6.7 - 61 km WNW of Illapel, Chile",6.7,17-09-2015 04:10,5,7,4,0,718,us,0,0.853,35.0,0,23.0,-32.0,-72.0
"M 6.5 - 54 km WNW of Illapel, Chile",6.5,17-09-2015 03:55,6,7,4,0,657,us,0,0.749,62.0,0,27.0,-31.0,-72.0
"M 7.0 - 25 km WNW of Illapel, Chile",7.0,16-09-2015 23:18,8,7,4,0,799,us,0,0.903,13.0,0,28.41,-32.0,-71.0
"M 8.3 - 48 km W of Illapel, Chile",8.3,16-09-2015 22:54,9,8,3,1,1960,us,0,0.684,19.0,0,22.44,-32.0,-72.0
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,13-09-2015 08:14,5,5,4,1,708,us,0,1.256,123.0,0,10.0,25.0,-110.0
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,12-08-2015 18:49,0,5,4,1,650,us,0,2.045,16.0,0,6.43,-9.0,158.0
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,10-08-2015 04:12,3,5,4,1,671,us,0,1.872,20.0,0,22.0,-9.0,158.0
"M 7.0 - 234 km W of Abepura, Indonesia",7.0,27-07-2015 21:41,9,7,4,1,762,us,0,6.278,12.0,0,48.0,-3.0,139.0
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,27-07-2015 04:49,4,7,4,1,734,us,0,0.444,39.0,0,29.0,52.0,-169.0
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7.0,18-07-2015 02:27,8,6,4,1,759,us,0,5.205,22.0,0,11.0,-10.0,165.0
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,16-07-2015 15:16,4,4,4,1,686,us,0,1.218,20.0,0,20.0,14.0,-59.0
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,10-07-2015 04:12,4,5,4,1,691,us,0,1.529,11.0,0,12.0,-9.0,158.0
"M 6.5 - Bonin Islands, Japan region",6.5,23-06-2015 12:18,3,4,4,0,652,us,0,2.277,11.0,0,460.0,28.0,140.0
"M 7.8 - Bonin Islands, Japan region",7.8,30-05-2015 11:23,6,3,4,1,1151,us,0,1.675,12.0,0,664.0,28.0,140.0
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,29-05-2015 07:00,5,6,4,1,762,ak,0,0.0,0.0,5,72.6,57.0,-156.0
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,22-05-2015 23:59,1,5,4,1,711,us,0,3.619,18.0,0,10.0,-11.0,163.0
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,22-05-2015 21:45,1,4,4,1,732,us,0,4.024,22.0,0,11.19,-11.0,164.0
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,20-05-2015 22:48,1,4,4,1,711,us,0,4.395,15.0,0,11.0,-11.0,164.0
"M 6.8 - 32 km SE of ?funato, Japan",6.8,12-05-2015 21:12,8,6,4,1,831,us,0,1.422,8.0,0,35.0,39.0,142.0
M 7.3 - Nepal,7.3,12-05-2015 07:05,8,7,3,0,1563,us,0,0.677,11.0,0,15.0,28.0,86.0
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,07-05-2015 07:10,1,6,4,1,776,us,0,3.835,11.0,0,10.0,-7.0,155.0
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,05-05-2015 01:44,7,8,4,1,869,us,0,1.295,22.0,0,55.0,-5.0,152.0
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,01-05-2015 08:06,5,6,4,1,714,us,0,1.074,23.0,0,44.0,-5.0,152.0
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,30-04-2015 10:45,5,6,4,1,692,us,0,1.239,12.0,0,31.0,-5.0,152.0
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,26-04-2015 07:09,7,7,2,0,1016,us,0,0.727,13.0,0,22.91,28.0,86.0
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,25-04-2015 06:45,8,7,2,0,733,us,0,1.778,16.0,0,10.0,28.0,85.0
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,25-04-2015 06:11,8,9,1,0,2820,us,0,1.857,12.0,0,8.22,28.0,85.0
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,17-04-2015 15:52,0,5,4,1,650,us,0,3.702,42.0,0,10.0,-16.0,-179.0
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,30-03-2015 08:48,2,5,4,1,650,us,0,4.629,36.0,0,11.0,-15.0,-173.0
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,29-03-2015 23:48,6,7,4,1,872,us,0,0.666,19.0,0,41.0,-5.0,153.0
"M 7.0 - 150 km NNE of Maumere, Indonesia",7.0,27-02-2015 13:45,4,6,4,0,760,us,0,1.362,12.0,0,552.06,-7.0,123.0
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,16-02-2015 23:06,5,5,4,1,714,us,0,1.925,20.0,0,23.0,40.0,143.0
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,11-02-2015 18:57,4,6,4,1,700,us,0,2.11,16.0,0,223.0,-23.0,-67.0
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,23-01-2015 03:47,1,4,4,1,711,us,0,2.019,13.0,0,219.96,-17.0,169.0
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,07-01-2015 05:07,1,4,4,1,650,us,0,4.318,61.0,0,8.0,6.0,-83.0
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,08-12-2014 08:54,7,6,4,1,709,us,0,2.485,43.0,0,20.0,8.0,-83.0
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,07-12-2014 01:22,1,5,4,1,670,us,0,3.246,12.0,0,23.0,-7.0,154.0
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,02-12-2014 05:11,1,3,4,0,670,us,0,2.6,9.0,0,614.0,6.0,123.0
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,26-11-2014 14:33,6,5,4,1,713,us,0,1.421,19.0,0,39.0,2.0,127.0
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,21-11-2014 10:10,5,5,4,1,652,us,0,1.549,9.0,0,35.0,2.0,127.0
